source,target,value
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",ptc creo view,7.5
"('NETWORK', 'HIGH', 'NONE', 'PARTIAL', 'PARTIAL')",the extensible catalog drupal toolkit project the extensible catalog drupal toolkit,5.1
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",linuxfoundation cups-filters,7.5
"('LOCAL', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",telerik analytics monitor library,6.9
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",sap ase database platform,7.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",hospira lifecare pca3,7.8
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",akronymmanager project akronymmanager,6.0
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",timedoctor timedoctor,9.3
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",hospira lifecare pca5,0.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",aftab tickfa,6.5
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",hospira lifecare pca3,4.6
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",xzeres 442sr,6.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",rle nova-wind turbine hmi,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",phpmyadmin phpmyadmin,5.0
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",qemu qemu,7.2
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",watchguard xcs,7.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",redhat openshift,6.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",debian debian linux,5.0
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",picketlink picketlink,6.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cisco unified web and e-mail interaction manager,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",adobe acrobat reader,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",open-emr openemr,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",cacti cacti,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",cisco telepresence system software ix,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",ibm rational quality manager,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",ibm rational engineering lifecycle manager,4.0
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",ibm leads,6.0
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",bittorrent bittorrent,9.3
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",ibm domino,0.0
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",ibm leads,3.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",ibm tivoli storage manager fastback,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",ibm integration bus,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",cubecart cubecart,6.8
"('ADJACENT_NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco 1000v,6.1
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",antlabs inngate ig 3100,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",honeywell tuxedo touch,6.8
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",citrix netscaler,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",goautodial goadmin ce,7.5
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",goautodial goadmin ce,0.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",honeywell tuxedo touch,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",bittorrent sync,9.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",cisco webex node for mcs,5.8
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",google android,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cisco prime central for hosted collaboration solution assurance,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco ios xe,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",cisco unified web and e-mail interaction manager,6.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",cisco unified web and e-mail interaction manager,5.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",novalnet novalnet payment module ubercart-,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",openbsd openssh,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",oracle siebel crm,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",oracle fusion middleware,5.0
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'NONE')",oracle siebel crm,3.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'NONE')",oracle siebel crm,4.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",xen xen,7.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",sysaid sysaid,7.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",fortinet fortimail,4.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",nscripter project nscripter,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",neojapan desknet neo,4.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",sysaid sysaid,8.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",oracle supply chain products suite,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",winace unace,4.3
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",netapp oncommand workflow automation,0.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",apple iphone os,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",adobe acrobat reader dc,5.0
"('ADJACENT_NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",apple iphone os,4.8
"('LOCAL', 'LOW', 'NONE', 'NONE', 'NONE')",oracle mysql,2.1
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",ibm infosphere master data management,4.0
"('NETWORK', 'HIGH', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",ibm domino,2.1
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",cisco identity services engine software,6.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",openssl openssl,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",redhat jboss operations network,9.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",digia qt,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",redhat mod cluster,4.3
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",open source point of sale project open source point of sale,4.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cisco identity services engine software,4.3
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'NONE')",cisco secure access control server,4.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",drupalcommerce commerce commonwealth,5.0
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",workbench email project workbench email,3.5
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'NONE')",microsoft windows 10,2.1
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",cp reservation calender project cp reservation calender,7.5
"('NETWORK', 'HIGH', 'NONE', 'NONE', 'PARTIAL')",structured dynamics open semantic framework,4.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",mcafee mcafee agent,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",rpcbind project rpcbind,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft excel viewer,9.3
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",mcafee advanced threat defense,4.0
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",kcodes netusb,0.0
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'NONE')",tp-link tl-wdr3500 %281.0%29,7.8
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",oracle jdk,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",cisco hosted collaboration solution,6.8
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco adaptive security appliance software,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco headend system release,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",cisco headend system release,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco secure access control server,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cisco headend system release,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",juniper qfx5100,5.0
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",s9y serendipity,6.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",cisco unified communications domain manager,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",cisco webex meetings server,9.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco 2900 integrated service router,7.8
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",cisco desktop collaboration experience dx650,7.2
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",cisco mds 9000,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",cisco secure access control system,6.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'NONE')",cisco prime service catalog,7.5
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",novell suse linux enterprise server,0.0
"('ADJACENT_NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",cisco nexus 9372tx,4.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",yoast wordpress seo,6.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",yoast wordpress seo,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",pfsense pfsense,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",pfsense pfsense,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",canonical ubuntu linux,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",coppermine-gallery coppermine photo gallery,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",phpipam phpipam,4.3
"('LOCAL', 'LOW', 'NONE', 'NONE', 'PARTIAL')",microsoft windows rt 8.1,2.1
"('LOCAL', 'MEDIUM', 'NONE', 'COMPLETE', 'NONE')",microsoft windows rt 8.1,4.7
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cisco webex meetings server,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",cisco ios,9.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",cisco ids 4210,7.1
"('ADJACENT_NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",cisco ios xe,5.7
"('ADJACENT_NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",cisco c200 m1,6.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",panasonic security api activex sdk,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",serve-static project serve-static,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",microsoft exchange server,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",apereo central authentication service,7.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",pixabay images project pixabay images,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",freereprintables articlefr,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",catbot project catbot,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",pixabay images project pixabay images,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",two pilots exif pilot,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",ajsquare zeuscart,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",sequelize project sequelize,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",ansible tower,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",ajsquare zeuscart,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",zeuscart zeuscart,7.5
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft windows 2003 server,7.2
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",openstack horizon,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cisco ios,4.3
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",microsoft sql server,6.5
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",microsoft sql server,8.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",cisco telepresence ix5200,6.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",solarwinds server and application monitor,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",citrix netscaler gateway firmware,9.0
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",endian firewall endian firewall,0.0
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'NONE')",siemens simatic wincc sm%40rtclient lite,2.1
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",komodia redirector sdk,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",etouch samepage,7.5
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",etouch samepage,4.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",sap hana,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",sap businessobjects edge,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",sap businessobjects edge,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",komodia redirector sdk,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",searchblox searchblox,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",searchblox searchblox,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",sap rfc library,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",barracuda web filter,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",barracuda web filter,4.3
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",wt directory project wt directory,6.5
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",be user log project be user log,3.5
"('LOCAL', 'LOW', 'NONE', 'NONE', 'NONE')",apple mac os x,2.1
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",coppermine-gallery coppermine photo gallery,3.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",coppermine-gallery coppermine photo gallery,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",coppermine-gallery coppermine photo gallery,5.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",snorby snorby,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",frontend user upload project frontend user upload,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",job fair project job fair,7.5
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",swisscom centro grande %28adb%29 dsl,0.0
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",sis windows vga display manager,7.2
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",eventsentry eventsentry,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",polarssl polarssl,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",fedora pacemaker configuration system,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",libav libav,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",qtranslate project qtranslate,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",ibm websphere extreme scale,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",blackberry blackberry link,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",watchdog aggregator project watchdog aggregator,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",ispconfig ispconfig,6.8
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",ispconfig ispconfig,6.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",stageshow project stageshow,6.4
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",cisco prime infrastructure,6.8
"('LOCAL', 'MEDIUM', 'MULTIPLE_INSTANCES', 'PARTIAL', 'NONE')",gemalto safenet luna g5,1.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",mediawiki mediawiki,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",ibm change and configuration management database,4.3
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",ibm change and configuration management database,3.5
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",arduino json project arduino json,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'PARTIAL')",limesurvey limesurvey,6.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",datalex airline booking software,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",mcafee epolicy orchestrator,5.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",blue coat ssl visibility appliance sv800,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",blue coat ssl visibility appliance sv800,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",antlabs inngate ig 3.01 e,4.3
"('LOCAL', 'LOW', 'SINGLE_INSTANCE', 'COMPLETE', 'COMPLETE')",apple mac os x,6.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",blue coat ssl visibility appliance sv3800,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",php php,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",rubygems rubygems,4.3
"('NETWORK', 'HIGH', 'NONE', 'NONE', 'PARTIAL')",migrate project migrate,2.6
"('NETWORK', 'HIGH', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",niif shibboleth authentication,2.1
"('NETWORK', 'HIGH', 'NONE', 'NONE', 'PARTIAL')",squid-cache squid,2.6
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",xml-libxml project xml libxml,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",lemon-s php twit bbs,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",content rating project content rating,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",elasticsearch elasticsearch,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",content rating project content rating,7.5
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",ibm systems director,7.2
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",ocportal ocportal,3.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",spider contacts project spider contacts,5.8
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",genixcms genixcms,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",genixcms genixcms,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",content rating extbase project content rating extbase,4.3
"('NETWORK', 'HIGH', 'NONE', 'PARTIAL', 'NONE')",oracle jrockit,2.6
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",debian debian linux,5.8
"('NETWORK', 'HIGH', 'NONE', 'PARTIAL', 'NONE')",oracle jdk,2.6
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",administration views project administration views,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",content rating extbase project content rating extbase,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",debian debian linux,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",microsoft windows 10,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft live meeting console,9.3
"('NETWORK', 'MEDIUM', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",fieldable panels panes project fieldable panels panes,3.5
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",siemens ruggedcom rugged operating system on linux ii,4.3
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'PARTIAL', 'NONE')",cisco unified communications manager,4.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",storage api project storage api,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",inlinks project inlinks,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",cisco hosted collaboration solution,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",redhat docker,4.3
"('LOCAL', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",mozilla firefox os,1.9
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'NONE')",php php,5.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",codelogic freichat,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",phpliteadmin project phpliteadmin,6.8
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",mozilla firefox,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",arabportal arab portal,7.5
"('LOCAL', 'LOW', 'NONE', 'NONE', 'PARTIAL')",microsoft windows 10,2.1
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft word web apps server,9.3
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",nvidia gpu driver r346,7.2
"('NETWORK', 'LOW', 'NONE', 'COMPLETE', 'COMPLETE')",gsm sim card editor,0.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",holding pattern project holding pattern,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",unit4 teta web,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",prestashop prestashop,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",osticket osticket,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",infinite automation systems mango automation,4.3
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",basware banking,5.0
"('NETWORK', 'LOW', 'SINGLE_INSTANCE', 'NONE', 'PARTIAL')",pixabay images project pixabay images,4.0
"('LOCAL', 'LOW', 'NONE', 'COMPLETE', 'NONE')",webmin webmin,4.9
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",ferretcms project ferretcms,6.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",pixabay images project pixabay images,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",ferretcms project ferretcms,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",ferretcms project ferretcms,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",marked project marked,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",hybridauth social login project hybridauth social login,5.0
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'NONE')",basware banking,4.3
"('NETWORK', 'LOW', 'NONE', 'NONE', 'NONE')",libreswan libreswan,5.0
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",libmimedir project libmimedir,7.5
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'NONE')",restful project restful,5.0
"('NETWORK', 'LOW', 'NONE', 'NONE', 'PARTIAL')",lighttpd lighttpd,5.0
"('LOCAL', 'LOW', 'NONE', 'PARTIAL', 'NONE')",redhat thermostat,2.1
"('LOCAL', 'LOW', 'NONE', 'NONE', 'PARTIAL')",fuse project fuse,3.6
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",h5ai project h5ai,7.5
"('NETWORK', 'MEDIUM', 'NONE', 'NONE', 'PARTIAL')",apache flex,4.3
"('NETWORK', 'MEDIUM', 'NONE', 'COMPLETE', 'COMPLETE')",microsoft office 2013,9.3
"('NETWORK', 'MEDIUM', 'NONE', 'PARTIAL', 'PARTIAL')",microsoft exchange server,6.8
"('NETWORK', 'LOW', 'NONE', 'PARTIAL', 'PARTIAL')",xen xen,7.5
